"No.","Time","Source","Destination","Protocol","Source port","Length","TCP Flags","Dst Port","Stream ID","Delta Time","Info"
"1395","37.206179","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47764","16","0.004331000","23  >  47764 [ACK] Seq=203 Ack=57 Win=65280 Len=0 TSval=359744539 TSecr=4266132218"
"1396","37.206270","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47658","6","0.000091000","23  >  47658 [ACK] Seq=203 Ack=59 Win=65280 Len=0 TSval=359744539 TSecr=4266132218"
"1397","37.206424","192.168.48.130","192.168.48.133","TELNET","47764","68","0x0018","23","16","0.000154000","2 bytes data"
"1398","37.206511","192.168.48.130","192.168.48.133","TELNET","47658","68","0x0018","23","6","0.000087000","2 bytes data"
"1399","37.206656","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47764","16","0.000145000","23  >  47764 [ACK] Seq=203 Ack=59 Win=65280 Len=0 TSval=359744539 TSecr=4266132259"
"1400","37.206769","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47658","6","0.000113000","23  >  47658 [ACK] Seq=203 Ack=61 Win=65280 Len=0 TSval=359744539 TSecr=4266132259"
"1401","37.210735","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47780","17","0.003966000","23  >  47780 [ACK] Seq=203 Ack=62 Win=65280 Len=0 TSval=359744543 TSecr=4266132222"
"1402","37.210903","192.168.48.130","192.168.48.133","TELNET","47780","68","0x0018","23","17","0.000168000","2 bytes data"
"1403","37.211096","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47780","17","0.000193000","23  >  47780 [ACK] Seq=203 Ack=64 Win=65280 Len=0 TSval=359744543 TSecr=4266132264"
"1404","37.222218","192.168.48.130","192.168.48.133","TELNET","47696","67","0x0018","23","9","0.011122000","1 byte data"
"1405","37.222447","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47696","9","0.000229000","23  >  47696 [ACK] Seq=209 Ack=65 Win=65280 Len=0 TSval=359744555 TSecr=4266132275"
"1406","37.226737","192.168.48.130","192.168.48.133","TELNET","47658","67","0x0018","23","6","0.004290000","1 byte data"
"1407","37.226884","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47658","6","0.000147000","23  >  47658 [ACK] Seq=203 Ack=62 Win=65280 Len=0 TSval=359744559 TSecr=4266132279"
"1408","37.226920","192.168.48.130","192.168.48.133","TELNET","47764","67","0x0018","23","16","0.000036000","1 byte data"
"1409","37.227170","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47764","16","0.000250000","23  >  47764 [ACK] Seq=203 Ack=60 Win=65280 Len=0 TSval=359744560 TSecr=4266132280"
"1410","37.231183","192.168.48.130","192.168.48.133","TELNET","47780","67","0x0018","23","17","0.004013000","1 byte data"
"1411","37.231408","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47780","17","0.000225000","23  >  47780 [ACK] Seq=203 Ack=65 Win=65280 Len=0 TSval=359744564 TSecr=4266132284"
"1412","37.238556","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47624","3","0.007148000","23  >  47624 [ACK] Seq=203 Ack=60 Win=65280 Len=0 TSval=359744571 TSecr=4266132248"
"1413","37.238623","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47740","13","0.000067000","23  >  47740 [ACK] Seq=203 Ack=60 Win=65280 Len=0 TSval=359744571 TSecr=4266132248"
"1414","37.238787","192.168.48.130","192.168.48.133","TELNET","47624","68","0x0018","23","3","0.000164000","2 bytes data"
"1415","37.238885","192.168.48.130","192.168.48.133","TELNET","47740","68","0x0018","23","13","0.000098000","2 bytes data"
"1416","37.238921","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47624","3","0.000036000","23  >  47624 [ACK] Seq=203 Ack=62 Win=65280 Len=0 TSval=359744571 TSecr=4266132292"
"1417","37.239020","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47740","13","0.000099000","23  >  47740 [ACK] Seq=203 Ack=62 Win=65280 Len=0 TSval=359744571 TSecr=4266132292"
"1418","37.242599","192.168.48.130","192.168.48.133","TELNET","47696","67","0x0018","23","9","0.003579000","1 byte data"
"1419","37.242783","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47696","9","0.000184000","23  >  47696 [ACK] Seq=209 Ack=66 Win=65280 Len=0 TSval=359744575 TSecr=4266132295"
"1420","37.247156","192.168.48.130","192.168.48.133","TELNET","47764","68","0x0018","23","16","0.004373000","2 bytes data"
"1421","37.247295","192.168.48.130","192.168.48.133","TELNET","47658","68","0x0018","23","6","0.000139000","2 bytes data"
"1422","37.247357","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47764","16","0.000062000","23  >  47764 [ACK] Seq=203 Ack=62 Win=65280 Len=0 TSval=359744580 TSecr=4266132300"
"1423","37.248172","192.168.48.133","192.168.48.130","TELNET","23","68","0x0018","47764","16","0.000815000","2 bytes data"
"1424","37.248320","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47658","6","0.000148000","23  >  47658 [ACK] Seq=203 Ack=64 Win=65280 Len=0 TSval=359744581 TSecr=4266132300"
"1425","37.248374","192.168.48.130","192.168.48.133","TCP","47764","66","0x0010","23","16","0.000054000","47764  >  23 [ACK] Seq=62 Ack=205 Win=64256 Len=0 TSval=4266132301 TSecr=359744580"
"1426","37.248849","192.168.48.133","192.168.48.130","TELNET","23","68","0x0018","47658","6","0.000475000","2 bytes data"
"1427","37.249009","192.168.48.130","192.168.48.133","TCP","47658","66","0x0010","23","6","0.000160000","47658  >  23 [ACK] Seq=64 Ack=205 Win=64256 Len=0 TSval=4266132302 TSecr=359744581"
"1428","37.251146","192.168.48.130","192.168.48.133","TELNET","47682","67","0x0018","23","8","0.002137000","1 byte data"
"1429","37.251291","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47682","8","0.000145000","23  >  47682 [ACK] Seq=209 Ack=65 Win=65280 Len=0 TSval=359744584 TSecr=4266132304"
"1430","37.251485","192.168.48.130","192.168.48.133","TELNET","47650","68","0x0018","23","5","0.000194000","2 bytes data"
"1431","37.251563","192.168.48.130","192.168.48.133","TELNET","47780","68","0x0018","23","17","0.000078000","2 bytes data"
"1432","37.251653","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47650","5","0.000090000","23  >  47650 [ACK] Seq=197 Ack=63 Win=65280 Len=0 TSval=359744584 TSecr=4266132304"
"1433","37.251733","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47780","17","0.000080000","23  >  47780 [ACK] Seq=203 Ack=67 Win=65280 Len=0 TSval=359744584 TSecr=4266132304"
"1434","37.252831","192.168.48.133","192.168.48.130","TELNET","23","68","0x0018","47780","17","0.001098000","2 bytes data"
"1435","37.253038","192.168.48.133","192.168.48.130","TELNET","23","78","0x0018","47650","5","0.000207000","12 bytes data"
"1436","37.253187","192.168.48.130","192.168.48.133","TCP","47780","66","0x0010","23","17","0.000149000","47780  >  23 [ACK] Seq=67 Ack=205 Win=64256 Len=0 TSval=4266132306 TSecr=359744585"
"1437","37.253242","192.168.48.130","192.168.48.133","TCP","47650","66","0x0010","23","5","0.000055000","47650  >  23 [ACK] Seq=63 Ack=209 Win=64256 Len=0 TSval=4266132306 TSecr=359744585"
"1438","37.253601","192.168.48.130","192.168.48.133","TELNET","47704","68","0x0018","23","10","0.000359000","2 bytes data"
"1439","37.253754","192.168.48.130","192.168.48.133","TELNET","47796","68","0x0018","23","18","0.000153000","2 bytes data"
"1440","37.253905","192.168.48.130","192.168.48.133","TELNET","47668","68","0x0018","23","7","0.000151000","2 bytes data"
"1441","37.253977","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47796","18","0.000072000","23  >  47796 [ACK] Seq=197 Ack=63 Win=65280 Len=0 TSval=359744586 TSecr=4266132307"
"1442","37.254087","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47668","7","0.000110000","23  >  47668 [ACK] Seq=197 Ack=67 Win=65280 Len=0 TSval=359744586 TSecr=4266132307"
"1443","37.254148","192.168.48.130","192.168.48.133","TELNET","47716","68","0x0018","23","11","0.000061000","2 bytes data"
"1444","37.254342","192.168.48.130","192.168.48.133","TELNET","47754","68","0x0018","23","15","0.000194000","2 bytes data"
"1445","37.254871","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47716","11","0.000529000","23  >  47716 [ACK] Seq=197 Ack=62 Win=65280 Len=0 TSval=359744587 TSecr=4266132307"
"1446","37.256520","192.168.48.133","192.168.48.130","TELNET","23","68","0x0018","47754","15","0.001649000","2 bytes data"
